Id,Epoch:0,Epoch:1,Epoch:2,Epoch:3,Epoch:4,Epoch:5,Epoch:6,Epoch:7
314,0.1149,0.1257,0.142,0.1879,0.2271,0.3299,0.3259,0.3543
315,0.0489,0.069,0.1009,0.1268,0.1304,0.2037,0.1841,0.1797
316,0.0538,0.038,0.0409,0.0811,0.1029,0.1291,0.1192,0.138
317,-0.0208,0.0162,0.0642,0.085,0.1035,0.1957,0.1624,0.1491
318,0.011,0.0052,0.028,0.0712,0.0829,0.1346,0.1206,0.1382
319,0.0819,0.11,0.1387,0.1333,0.1472,0.1475,0.1176,0.1013
320,-0.115,-0.1153,-0.0992,-0.0587,-0.0606,-0.0258,-0.0272,-0.0053
321,-0.042,-0.0035,0.0374,0.0466,0.0722,0.123,0.0992,0.0876
322,-0.1191,-0.13,-0.1417,-0.1278,-0.1468,-0.1855,-0.1606,-0.1225
323,-0.073,-0.0288,0.0345,0.0613,0.0946,0.2137,0.1841,0.1719
324,-0.2201,-0.2227,-0.2372,-0.2438,-0.2858,-0.3649,-0.3496,-0.3102
325,-0.005,0.0211,0.0678,0.0645,0.0774,0.1436,0.1225,0.1125
326,-0.2256,-0.2307,-0.2705,-0.2965,-0.3297,-0.4617,-0.4577,-0.4207
327,0.1075,0.1316,0.1486,0.106,0.0725,0.0051,-0.0301,-0.0581
328,-0.1467,-0.1327,-0.142,-0.1565,-0.1704,-0.1846,-0.1889,-0.1501
329,0.0498,0.1497,0.2139,0.2055,0.1854,0.2671,0.2249,0.1839
330,-0.0346,0.1024,0.1717,0.2161,0.2654,0.613,0.6132,0.6537
331,0.1834,0.2837,0.3554,0.3705,0.3817,0.5609,0.5545,0.539
332,0.0017,0.0876,0.1151,0.1469,0.1616,0.3855,0.3893,0.415
333,0.0602,0.1005,0.1666,0.2049,0.2477,0.4125,0.4189,0.4124
334,-0.0001,0.0359,0.0521,0.0698,0.0819,0.1677,0.1789,0.1927
335,0.0969,0.095,0.0713,0.0573,0.0635,0.0134,0.0052,-0.0058
336,-0.0483,-0.0483,-0.0483,-0.0483,-0.0483,-0.0483,-0.0483,-0.0483
337,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392,0.0392
338,0.0292,0.0622,0.1004,0.1307,0.1666,0.3378,0.3668,0.3973
339,0.0834,0.0813,0.0514,0.0238,-0.0168,-0.1582,-0.1899,-0.2258
340,0.0342,-0.0324,-0.0674,-0.0588,-0.0396,-0.1422,-0.1119,-0.0816
341,0.0028,0.042,0.0712,0.1025,0.1178,0.2473,0.2484,0.2425
342,0.0665,0.075,0.0759,0.1039,0.1484,0.2132,0.2393,0.2815
343,0.0663,0.1136,0.1623,0.1916,0.2204,0.4031,0.4271,0.428
344,0.116,0.1249,0.1291,0.1392,0.1564,0.1872,0.1817,0.1894
345,0.0805,0.1048,0.1324,0.1303,0.1248,0.1439,0.1403,0.1181
346,0.143,0.1267,0.093,0.0673,0.0613,-0.0593,-0.085,-0.0871
347,0.1788,0.2099,0.2368,0.2255,0.2117,0.2193,0.2126,0.188
348,0.144,0.1416,0.1214,0.1024,0.1082,0.0452,0.0256,0.0369
349,0.1439,0.1905,0.2443,0.2605,0.2705,0.3673,0.3778,0.3574
350,0.1018,0.1034,0.0968,0.0907,0.1116,0.0836,0.0662,0.074
351,0.1545,0.1832,0.2188,0.236,0.2374,0.2573,0.2547,0.2247
352,0.1224,0.1517,0.1745,0.1918,0.2228,0.2851,0.2845,0.2934
353,0.2253,0.2548,0.2906,0.3125,0.3327,0.3848,0.3947,0.3894
354,0.1361,0.1648,0.1743,0.1863,0.2049,0.2187,0.23,0.2335
355,0.1579,0.185,0.2263,0.2446,0.2686,0.3228,0.3112,0.3065
356,0.2395,0.2548,0.2478,0.2362,0.2382,0.1771,0.1904,0.1966
357,0.1967,0.2147,0.2597,0.2858,0.3043,0.356,0.3447,0.3346
358,0.1691,0.204,0.2163,0.219,0.2354,0.2578,0.28,0.295
359,0.2154,0.2335,0.2807,0.3092,0.3199,0.3712,0.3528,0.3289
360,0.1645,0.2116,0.2441,0.2677,0.2918,0.3917,0.4047,0.4147
361,0.0836,0.1307,0.1875,0.2274,0.2465,0.3628,0.3437,0.3178
362,0.1741,0.2261,0.2506,0.2877,0.3057,0.4297,0.4267,0.4366
363,0.1295,0.2016,0.267,0.3075,0.3277,0.4726,0.4493,0.4163
364,0.1733,0.2037,0.2105,0.2407,0.2526,0.3471,0.3281,0.3352
365,0.042,0.1459,0.2219,0.2628,0.277,0.4367,0.4008,0.3579
366,0.2467,0.2511,0.2475,0.2695,0.2816,0.3528,0.3285,0.3346
367,0.1054,0.2144,0.2925,0.3353,0.3443,0.5069,0.461,0.413
368,0.2463,0.2279,0.2256,0.2337,0.239,0.2663,0.2382,0.2341
369,0.1081,0.1996,0.274,0.3243,0.3354,0.5255,0.4724,0.4343
370,0.0904,0.0929,0.1204,0.1466,0.1611,0.2738,0.2467,0.2322
371,-0.0104,0.0645,0.1356,0.1817,0.1947,0.3925,0.3434,0.3185
372,0.0503,0.0719,0.1027,0.1378,0.1554,0.2895,0.2593,0.2431
373,0.0334,0.0948,0.1556,0.195,0.2167,0.398,0.3641,0.3447
374,-0.0365,-0.0151,0.0069,0.0339,0.0398,0.1325,0.0953,0.0803
375,-0.0595,-0.0194,0.0198,0.039,0.0526,0.1297,0.1004,0.0814
376,-0.0446,-0.0068,0.0133,0.0378,0.039,0.1442,0.1156,0.1071
377,-0.0234,0.0003,0.0343,0.048,0.0709,0.111,0.1015,0.1034
378,0.0111,0.0585,0.0724,0.0856,0.0759,0.1596,0.1486,0.1488
379,0.0654,0.0592,0.0799,0.0825,0.0953,0.0598,0.0394,0.0406
380,0.0338,0.0825,0.0772,0.0611,0.0153,-0.017,-0.0475,-0.0558
381,-0.109,-0.1354,-0.1197,-0.1287,-0.1165,-0.1404,-0.1477,-0.1369
382,0.0416,0.109,0.0969,0.0723,0.0352,-0.021,-0.0824,-0.1025
383,0.0661,0.0361,0.0436,-0.0012,-0.027,-0.1526,-0.1818,-0.2054
384,-0.0108,0.0939,0.1203,0.1173,0.1088,0.213,0.1566,0.1536
385,0.0863,0.1822,0.2721,0.2821,0.2864,0.4428,0.3843,0.3223
386,0.1711,0.3254,0.4007,0.4559,0.5076,0.8926,0.8713,0.8918
387,0.1546,0.2414,0.3378,0.3426,0.3386,0.4709,0.4211,0.3737
388,0.1214,0.2059,0.2128,0.228,0.2422,0.3821,0.3752,0.3935
389,0.0298,0.0477,0.1479,0.1768,0.2014,0.3579,0.3312,0.3053
390,0.1091,0.1575,0.2063,0.2432,0.2771,0.4537,0.4593,0.4767
391,0.0369,0.0066,-0.0032,0.0035,0.0242,0.0168,0.0188,0.0187
392,-0.028,-0.028,-0.028,-0.028,-0.0111,-0.0277,-0.0251,-0.0233
393,-0.0642,-0.0465,-0.0329,-0.0199,-0.0006,0.0653,0.0679,0.0697
394,0.0929,0.1283,0.1601,0.1891,0.2298,0.4066,0.4372,0.4678
395,0.0933,0.1361,0.165,0.1869,0.2016,0.3309,0.3472,0.3588
396,-0.1003,-0.1928,-0.2422,-0.2731,-0.2886,-0.5094,-0.4879,-0.4621
397,0.1595,0.2808,0.3688,0.4542,0.5287,0.9562,0.9881,1.0137
398,0.0749,0.0433,0.0258,0.0258,0.0426,-0.0458,-0.0429,-0.0193
399,0.2096,0.2954,0.3468,0.3712,0.3871,0.5849,0.5847,0.5732
400,0.0993,0.0836,0.0958,0.1231,0.1579,0.1851,0.1918,0.2054
401,0.0786,0.1304,0.1545,0.1485,0.1341,0.1723,0.1732,0.1576
402,0.0824,0.0816,0.0865,0.0978,0.1183,0.1189,0.1198,0.139
403,0.1819,0.2004,0.2096,0.1925,0.1702,0.118,0.1083,0.0774
404,0.061,0.0613,0.0671,0.0656,0.0877,0.0744,0.0708,0.0829
405,0.1838,0.2291,0.2702,0.2974,0.3074,0.4075,0.4275,0.4156
406,0.1928,0.1925,0.1988,0.1924,0.212,0.1797,0.1792,0.1832
407,0.1088,0.1048,0.1174,0.1303,0.1236,0.0875,0.0944,0.0863
408,0.1631,0.1735,0.1897,0.1896,0.2065,0.194,0.2102,0.2159
409,0.0954,0.0963,0.1272,0.1545,0.1696,0.208,0.2186,0.2267
410,0.0539,0.0811,0.0892,0.0872,0.1006,0.0843,0.1137,0.1206
411,0.0931,0.0792,0.0977,0.1,0.0937,0.0699,0.0676,0.0678
412,0.0511,0.0859,0.0941,0.0818,0.0905,0.073,0.1029,0.1176
413,0.1337,0.1198,0.1497,0.1638,0.1602,0.1763,0.1786,0.172
414,0.0926,0.1394,0.1582,0.1482,0.1617,0.1798,0.2022,0.2165
415,0.0771,0.0706,0.0986,0.1221,0.1249,0.1688,0.1749,0.1647
416,0.0664,0.109,0.1264,0.1211,0.13,0.1568,0.159,0.1692
417,0.0634,0.0967,0.1443,0.1834,0.2017,0.3161,0.3205,0.3046
418,0.1868,0.2209,0.228,0.2222,0.2238,0.2419,0.2236,0.221
419,0.163,0.2136,0.2598,0.2833,0.2897,0.3373,0.3223,0.2967
420,0.198,0.2357,0.2573,0.2636,0.2647,0.3378,0.308,0.297
421,0.1027,0.1813,0.2325,0.256,0.258,0.3096,0.2754,0.2404
422,0.1927,0.2117,0.2419,0.2537,0.2536,0.3252,0.2934,0.2755
423,0.0433,0.1181,0.1578,0.1818,0.1809,0.2372,0.2119,0.1837
424,0.1384,0.1253,0.1387,0.1343,0.1256,0.126,0.1073,0.088
425,0.0296,0.0953,0.1367,0.1668,0.168,0.2526,0.2189,0.1928
426,0.195,0.1681,0.1816,0.1896,0.192,0.2116,0.2114,0.1905
427,0.0649,0.0927,0.1263,0.1463,0.1464,0.2072,0.1655,0.1445
428,0.1464,0.147,0.1699,0.1976,0.2172,0.3087,0.305,0.2884
429,0.0859,0.1036,0.136,0.1575,0.1649,0.2423,0.2135,0.1964
430,0.1145,0.1242,0.1293,0.1534,0.1695,0.2459,0.2336,0.231
431,0.0652,0.0903,0.1299,0.1623,0.1755,0.2785,0.2585,0.2332
432,0.1592,0.1635,0.1523,0.1455,0.1369,0.1383,0.1188,0.1201
433,0.0532,0.0791,0.1233,0.1638,0.1899,0.2819,0.2671,0.2513
434,0.0652,0.092,0.0931,0.0876,0.0804,0.107,0.0984,0.1039
435,0.1358,0.1229,0.1461,0.1574,0.1695,0.1588,0.1333,0.1265
436,0.0937,0.1454,0.1417,0.1252,0.0981,0.0652,0.0309,0.0167
437,-0.0161,-0.044,-0.0182,-0.0024,0.0262,0.0618,0.043,0.0417
438,0.1236,0.2421,0.2682,0.2624,0.2378,0.2807,0.1926,0.1475
439,0.0848,0.0302,0.0311,-0.0006,-0.0104,-0.1226,-0.1479,-0.171
440,0.069,0.2401,0.3083,0.317,0.3127,0.5037,0.4007,0.3512
441,0.1842,0.2342,0.3139,0.3277,0.3349,0.4548,0.4015,0.3432
442,0.1068,0.306,0.4016,0.4444,0.4823,0.8919,0.8538,0.8596
443,0.1238,0.2342,0.3638,0.4136,0.4255,0.6673,0.5914,0.5204
444,0.2521,0.3342,0.3241,0.3117,0.3022,0.3703,0.3484,0.3565
445,0.2255,0.3554,0.4953,0.5424,0.5611,0.8373,0.76,0.6762
446,0.0081,0.0968,0.1628,0.2142,0.2574,0.5475,0.5442,0.5578
447,0.0201,-0.0211,-0.0033,0.0093,0.0173,0.0174,0.0243,0.0165
448,-0.021,-0.021,-0.021,-0.021,0.0051,-0.0129,-0.0088,-0.0058
449,-0.0055,-0.0311,-0.055,-0.0805,-0.1052,-0.2331,-0.2549,-0.2828
450,-0.0814,-0.0905,-0.0849,-0.0733,-0.0585,-0.0005,0.0252,0.0514
451,0.1278,0.2066,0.2863,0.3568,0.4302,0.7902,0.8344,0.8763
452,-0.1043,-0.1764,-0.2163,-0.2473,-0.2803,-0.4688,-0.4537,-0.4428
453,0.2552,0.381,0.4976,0.5767,0.6538,1.1201,1.1314,1.1474
454,0.0002,-0.0293,-0.0213,0.0004,0.0169,0.046,0.0885,0.1326
455,0.245,0.3575,0.4217,0.4425,0.4612,0.656,0.6326,0.6002
456,0.1306,0.1032,0.1049,0.12,0.1352,0.1263,0.1348,0.1444
457,0.1541,0.2133,0.2439,0.2441,0.2372,0.2941,0.2824,0.2597
458,0.1545,0.1629,0.1866,0.2124,0.2345,0.2967,0.2966,0.3014
459,0.2248,0.2595,0.2773,0.2819,0.2785,0.3129,0.3167,0.2979
460,0.0449,0.0747,0.1116,0.1298,0.1576,0.236,0.2371,0.2355
461,0.0972,0.1122,0.1262,0.1456,0.1455,0.1785,0.2024,0.2005
462,0.0291,0.0389,0.0597,0.0537,0.0562,0.0236,0.023,0.0113
463,0.1514,0.1239,0.1125,0.1253,0.1223,0.0664,0.0891,0.1022
464,-0.0622,-0.0385,-0.0177,-0.0195,-0.0138,-0.0268,-0.0066,-0.0109
465,0.1487,0.1226,0.1286,0.1347,0.1271,0.1031,0.112,0.1198
466,0.0442,0.0837,0.0958,0.0983,0.1078,0.1105,0.1532,0.1612
467,0.0771,0.0483,0.0575,0.0465,0.0271,0.0018,-0.0039,-0.0044
468,-0.048,0.0106,0.0358,0.0278,0.0346,0.054,0.0847,0.0975
469,0.098,0.0791,0.0882,0.0859,0.0739,0.0848,0.0932,0.0954
470,0.0313,0.088,0.1133,0.1025,0.1205,0.1622,0.1873,0.2072
471,0.1497,0.1409,0.1313,0.1216,0.1034,0.0713,0.0755,0.0694
472,0.054,0.1008,0.1191,0.1159,0.1442,0.2125,0.2302,0.2587
473,0.18,0.2038,0.2209,0.2243,0.2206,0.2474,0.2497,0.244
474,0.0257,0.0717,0.0916,0.0967,0.1123,0.1829,0.1873,0.2055
475,0.1096,0.1601,0.2076,0.2204,0.2284,0.3033,0.2881,0.2795
476,0.0674,0.1142,0.1669,0.1992,0.2195,0.3437,0.3408,0.3518
477,0.1335,0.1989,0.2513,0.2834,0.3009,0.4226,0.4073,0.3974
478,0.0827,0.1016,0.1573,0.202,0.2144,0.3109,0.3147,0.3164
479,0.0964,0.1327,0.1571,0.1881,0.204,0.26,0.257,0.2507
480,0.116,0.1053,0.144,0.178,0.191,0.2502,0.2804,0.284
481,0.1058,0.1094,0.1207,0.1406,0.15,0.1644,0.1625,0.1597
482,0.2022,0.1406,0.1396,0.1551,0.1648,0.1336,0.1738,0.171
483,0.1067,0.1052,0.137,0.1628,0.1835,0.2674,0.2682,0.2709
484,0.072,0.0239,0.0262,0.0539,0.0785,0.1018,0.1301,0.1229
485,0.0604,0.0595,0.0837,0.1034,0.1224,0.2026,0.2099,0.2092
486,0.2424,0.2285,0.2296,0.2596,0.2873,0.363,0.3762,0.3875
487,0.0852,0.094,0.1138,0.1414,0.157,0.2292,0.233,0.2137
488,0.2387,0.2382,0.2261,0.2294,0.2342,0.2555,0.2639,0.2831
489,0.138,0.1493,0.1713,0.1993,0.2113,0.2693,0.258,0.2342
490,0.2107,0.2186,0.2127,0.2123,0.2024,0.1934,0.1871,0.1895
491,0.0596,0.0614,0.0814,0.0877,0.1042,0.131,0.1082,0.0978
492,0.0808,0.118,0.1249,0.1179,0.0994,0.0864,0.0586,0.0493
493,0.1378,0.1393,0.1519,0.1457,0.1628,0.1818,0.1496,0.133
494,0.2289,0.3587,0.4029,0.4096,0.3896,0.4551,0.3482,0.2753
495,0.1129,0.0715,0.0618,0.0349,0.0283,-0.039,-0.0598,-0.078
496,0.119,0.3552,0.4581,0.4915,0.5059,0.8166,0.6725,0.5702
497,0.0808,0.0945,0.144,0.1651,0.1727,0.255,0.234,0.208
498,0.2485,0.4878,0.6044,0.6467,0.6771,1.1089,1.0172,0.9572
499,0.2632,0.3892,0.5329,0.6217,0.6602,0.9896,0.9328,0.8683
500,0.1339,0.2821,0.3077,0.3148,0.3318,0.5578,0.5411,0.5344
501,0.1146,0.2322,0.3627,0.4612,0.5047,0.8265,0.7464,0.6699
502,0.0445,0.1168,0.1724,0.2088,0.2333,0.4534,0.4444,0.433
503,-0.0607,-0.1092,-0.1007,-0.0787,-0.0538,-0.0939,-0.1029,-0.1051
504,0.0137,0.0137,0.0137,0.0137,0.0273,0.0119,0.0295,0.0623
505,-0.0043,0.0223,0.0521,0.0769,0.1033,0.2407,0.2662,0.2897
506,-0.0881,-0.1382,-0.1497,-0.148,-0.1148,-0.1372,-0.0852,-0.0153
507,0.1151,0.2045,0.2896,0.3691,0.4434,0.8285,0.8744,0.9091
508,-0.0709,-0.089,-0.0728,-0.0421,-0.0152,0.0649,0.1239,0.1786
509,0.1366,0.2768,0.3904,0.4817,0.5451,1.0041,0.9994,1.0061
510,-0.0415,-0.0679,-0.0503,-0.0315,-0.0189,0.0302,0.0767,0.1188
511,0.2101,0.3631,0.4739,0.5341,0.5863,0.9555,0.9379,0.9202
512,-0.0127,-0.0391,-0.033,-0.0111,0.008,0.0438,0.0774,0.103
513,0.3045,0.4029,0.458,0.4698,0.4766,0.6216,0.6014,0.5732
514,0.0145,0.0056,0.0183,0.0289,0.0347,0.0316,0.0359,0.0321
515,0.1413,0.2068,0.2398,0.2641,0.275,0.4123,0.4203,0.4107
516,0.0012,0.0325,0.0808,0.0993,0.1148,0.1974,0.2013,0.1945
517,0.0678,0.0623,0.0448,0.0446,0.0352,-0.0225,-0.0059,-0.0137
518,-0.0388,-0.0267,-0.0026,-0.0066,-0.0168,-0.04,-0.0256,-0.0276
519,-0.0214,-0.0531,-0.0614,-0.0566,-0.0688,-0.1193,-0.0982,-0.0932
520,-0.0674,-0.0359,-0.0211,-0.0239,-0.0373,-0.0463,-0.0101,-0.0023
521,0.0374,0.0101,0.0178,-0.0007,-0.0194,-0.038,-0.0352,-0.0338
522,-0.0718,-0.0376,-0.0447,-0.0684,-0.0911,-0.1598,-0.1195,-0.1106
523,-0.0116,-0.0165,0.0055,-0.003,-0.0099,0.0443,0.0438,0.0444
524,-0.132,-0.082,-0.0713,-0.0991,-0.1072,-0.123,-0.1002,-0.0849
525,0.0485,0.0398,0.0328,0.0268,0.0175,0.0356,0.0379,0.036
526,0.0244,0.0655,0.0737,0.055,0.0662,0.0786,0.093,0.1147
527,0.1664,0.169,0.1628,0.1557,0.1477,0.1758,0.1795,0.1797
528,-0.0514,-0.0158,-0.0232,-0.0403,-0.0217,-0.003,0.0179,0.0473
529,0.1059,0.131,0.1535,0.1513,0.1535,0.2211,0.2156,0.2173
530,0.0057,0.0295,0.0436,0.0547,0.0763,0.1419,0.1765,0.2204
531,0.0632,0.0983,0.1472,0.1662,0.1901,0.316,0.2968,0.2923
532,-0.0139,-0.0116,0.0392,0.0992,0.1334,0.2436,0.286,0.3358
533,0.171,0.231,0.2874,0.3293,0.3676,0.5417,0.5222,0.5132
534,0.1014,0.0708,0.1064,0.179,0.2035,0.2374,0.2895,0.3306
535,0.1917,0.2521,0.2855,0.3368,0.382,0.5213,0.5061,0.5018
536,0.1875,0.1314,0.1403,0.1841,0.1995,0.1728,0.2431,0.2745
537,0.1978,0.2284,0.2555,0.3074,0.3469,0.4655,0.4719,0.4816
538,0.0631,-0.0162,-0.025,0.0076,0.038,0.0389,0.1213,0.1482
539,0.1452,0.1529,0.1708,0.1917,0.2168,0.2794,0.2976,0.3069
540,0.2108,0.1191,0.0969,0.1208,0.152,0.149,0.2163,0.2388
541,0.1726,0.1854,0.2092,0.2152,0.2324,0.2905,0.3072,0.3036
542,0.1334,0.0885,0.0658,0.0885,0.1174,0.1373,0.1741,0.2061
543,0.1001,0.1152,0.1356,0.1486,0.1525,0.2142,0.2338,0.2227
544,0.1626,0.1608,0.1437,0.1571,0.1682,0.1742,0.1818,0.1987
545,0.0398,0.0442,0.0502,0.0595,0.0571,0.1076,0.1344,0.1403
546,0.1436,0.147,0.152,0.1719,0.1747,0.2077,0.2127,0.2199
547,0.1632,0.1756,0.1677,0.1493,0.1458,0.1169,0.1071,0.1043
548,0.238,0.2489,0.2561,0.2546,0.2378,0.2186,0.1929,0.1764
549,0.1307,0.1692,0.1769,0.1722,0.189,0.2408,0.2213,0.2133
550,0.2814,0.4121,0.4865,0.5283,0.5562,0.7972,0.7122,0.6397
551,0.1137,0.1333,0.1216,0.1127,0.1122,0.1185,0.11,0.1084
552,0.2723,0.5651,0.7417,0.8565,0.9486,1.6544,1.5464,1.4528
553,0.1439,0.1853,0.2128,0.2331,0.2459,0.3067,0.3119,0.3102
554,0.1904,0.4833,0.6642,0.7884,0.8875,1.6882,1.5985,1.5105
555,0.2444,0.3489,0.4649,0.5675,0.6456,0.9739,0.9895,0.998
556,0.1387,0.3315,0.4036,0.4581,0.5178,0.9497,0.9279,0.9001
557,0.1244,0.1729,0.2787,0.3904,0.4362,0.7348,0.7177,0.7062
558,-0.0244,0.0371,0.09,0.1105,0.1247,0.3059,0.2847,0.2662
559,-0.0314,-0.0363,0.0171,0.0369,0.0641,0.1849,0.2273,0.26
560,0.0645,0.0645,0.0645,0.0645,0.0645,0.0645,0.0956,0.1273
561,0.0824,0.1105,0.1412,0.1665,0.1932,0.3341,0.3597,0.3832
562,-0.1351,-0.1846,-0.2088,-0.2366,-0.2105,-0.3037,-0.2563,-0.2026
563,0.0826,0.1656,0.2531,0.3309,0.4075,0.7656,0.8048,0.8403
564,-0.0619,-0.0943,-0.0945,-0.0795,-0.0594,-0.0669,-0.0225,0.0307
565,0.1863,0.347,0.4922,0.6155,0.7083,1.342,1.3761,1.4158
566,-0.0194,-0.0305,-0.0092,0.0195,0.0496,0.1465,0.2059,0.2715
567,0.3373,0.5046,0.63,0.694,0.7481,1.1737,1.1664,1.1474
568,-0.1156,-0.1161,-0.0707,-0.0151,0.0402,0.2462,0.3233,0.3858
569,0.1988,0.3004,0.323,0.3041,0.2773,0.2594,0.1955,0.1344
570,0.022,0.0222,0.0532,0.0756,0.0894,0.168,0.2051,0.2227
571,0.1291,0.1826,0.1914,0.19,0.1786,0.1994,0.1961,0.1741
572,-0.027,-0.017,0.0125,0.0129,-0.0041,0.0046,0.0125,0.0139
573,0.1053,0.1032,0.0869,0.0921,0.0787,0.0475,0.0646,0.0562
574,-0.0825,-0.0667,-0.0474,-0.0591,-0.097,-0.1363,-0.1284,-0.1293
575,0.0226,0.0012,-0.0047,-0.0115,-0.0325,-0.0601,-0.0456,-0.0478
576,-0.1126,-0.0768,-0.064,-0.0809,-0.1261,-0.1542,-0.1363,-0.1433
577,-0.089,-0.0913,-0.078,-0.0935,-0.0986,-0.074,-0.0686,-0.0665
578,-0.125,-0.0744,-0.0662,-0.1024,-0.1329,-0.1571,-0.1424,-0.1423
579,-0.0267,-0.0408,-0.0553,-0.0749,-0.0833,-0.0861,-0.0766,-0.0671
580,-0.0823,-0.0508,-0.0488,-0.0942,-0.1131,-0.1568,-0.1626,-0.1563
581,-0.0161,-0.0381,-0.0664,-0.0812,-0.0928,-0.1055,-0.0916,-0.0863
582,-0.0989,-0.0445,-0.0459,-0.0688,-0.058,-0.0189,-0.0251,-0.0101
583,-0.0092,-0.0466,-0.0709,-0.0963,-0.1117,-0.1357,-0.1229,-0.1228
584,-0.0866,-0.0213,-0.0208,-0.0367,-0.0182,0.0538,0.0556,0.0711
585,-0.014,-0.0688,-0.0785,-0.1058,-0.1173,-0.1584,-0.1567,-0.154
586,0.0866,0.0989,0.1236,0.1343,0.1373,0.1844,0.197,0.2201
587,-0.0556,-0.0616,-0.0397,-0.0362,-0.0185,0.0466,0.0412,0.0428
588,0.0014,-0.0362,0.0115,0.1049,0.1456,0.2572,0.2941,0.3383
589,0.0438,0.1112,0.1597,0.2031,0.2476,0.3988,0.3733,0.3644
590,0.0078,-0.0444,-0.0267,0.0726,0.1194,0.1791,0.2467,0.2957
591,0.1321,0.2356,0.2753,0.3327,0.3736,0.5051,0.466,0.4501
592,0.0579,0.0106,0.0135,0.0686,0.1018,0.1395,0.2233,0.2656
593,0.1842,0.2618,0.2842,0.3315,0.362,0.4593,0.4601,0.4616
594,0.0605,-0.0184,-0.0444,-0.0333,-0.0063,-0.017,0.0672,0.1014
595,0.2085,0.2334,0.234,0.2419,0.2529,0.2652,0.2868,0.2917
596,0.1617,0.0652,0.0109,0.0076,0.0392,-0.0046,0.0807,0.126
597,0.0226,0.0561,0.0866,0.0973,0.1104,0.1896,0.2091,0.2076
598,0.103,0.0432,-0.0167,-0.0287,-0.0095,-0.0938,-0.0552,-0.0206
599,0.0285,0.066,0.1052,0.1269,0.1285,0.2218,0.2428,0.237
600,0.0989,0.0911,0.0642,0.076,0.0984,0.0926,0.1074,0.1259
601,0.0508,0.0642,0.074,0.0825,0.0709,0.0868,0.1153,0.1315
602,0.1817,0.1493,0.1314,0.1438,0.1438,0.1207,0.1475,0.1612
603,0.0454,0.0971,0.1188,0.1273,0.1309,0.1887,0.1789,0.1901
604,0.0589,0.0146,-0.0137,-0.0131,-0.0255,-0.0594,-0.0268,-0.007
605,-0.0699,0.0394,0.1037,0.137,0.159,0.3593,0.3256,0.3117
606,0.1197,0.2086,0.2668,0.3268,0.3847,0.7498,0.7616,0.7643
607,-0.0148,0.0952,0.1654,0.2054,0.2126,0.4263,0.3936,0.3766
608,0.1972,0.4108,0.5257,0.6231,0.7117,1.3735,1.3653,1.3425
609,0.1107,0.2312,0.3381,0.4101,0.4294,0.6595,0.6207,0.6035
610,0.1387,0.3782,0.4947,0.6103,0.7154,1.471,1.4738,1.4532
611,0.1315,0.2538,0.4022,0.4542,0.4633,0.6931,0.6661,0.6612
612,0.1446,0.3303,0.4066,0.5083,0.592,1.1286,1.1307,1.1173
613,0.1431,0.2372,0.3433,0.3759,0.3792,0.6239,0.6323,0.6469
614,0.0007,0.0401,0.0669,0.1016,0.1221,0.2613,0.2497,0.2323
615,0.0337,0.0226,0.0555,0.064,0.0782,0.1229,0.135,0.1496
616,-0.0698,-0.0698,-0.0698,-0.101,-0.0922,-0.0976,-0.0685,-0.0279
617,0.0052,0.0447,0.0936,0.135,0.1902,0.4013,0.4329,0.4626
618,0.0042,-0.0352,-0.0574,-0.0884,-0.052,-0.1077,-0.0638,-0.02
619,0.1349,0.2184,0.2921,0.3586,0.4104,0.75,0.7876,0.8188
620,-0.0834,-0.1239,-0.1486,-0.1705,-0.1734,-0.2814,-0.2453,-0.2031
621,0.1253,0.2776,0.4179,0.5286,0.6259,1.2403,1.2871,1.3257
622,-0.0314,-0.063,-0.0559,-0.0344,-0.0024,0.0201,0.0865,0.1581
623,0.2384,0.4116,0.5364,0.6065,0.6572,1.0691,1.046,1.0171
624,-0.1807,-0.2226,-0.2194,-0.1953,-0.1774,-0.1444,-0.0761,-0.0274
625,0.1461,0.2456,0.2508,0.2262,0.1943,0.1329,0.0876,0.0369
626,-0.1632,-0.212,-0.229,-0.2424,-0.2734,-0.3822,-0.359,-0.3522
627,0.0599,0.0918,0.0873,0.0786,0.0597,0.0306,0.0347,0.0218
628,-0.108,-0.1204,-0.1107,-0.1168,-0.157,-0.2112,-0.2088,-0.21
629,-0.0481,-0.0649,-0.091,-0.0929,-0.1126,-0.1475,-0.1277,-0.131
630,-0.2107,-0.2027,-0.1937,-0.2089,-0.2619,-0.3048,-0.3073,-0.3111
631,-0.0909,-0.104,-0.1162,-0.1308,-0.1462,-0.1778,-0.1659,-0.1673
632,-0.1177,-0.0842,-0.0742,-0.1012,-0.1484,-0.1656,-0.1764,-0.2
633,-0.1447,-0.1455,-0.1507,-0.1807,-0.1952,-0.2076,-0.2012,-0.1987
634,-0.1087,-0.0763,-0.0666,-0.1058,-0.1295,-0.136,-0.1579,-0.1753
635,-0.1358,-0.1656,-0.2009,-0.2328,-0.2523,-0.3072,-0.2966,-0.2917
636,-0.1027,-0.0845,-0.0969,-0.1509,-0.1713,-0.2202,-0.243,-0.2518
637,-0.1748,-0.2135,-0.2461,-0.2696,-0.2899,-0.3292,-0.3246,-0.3382
